slug,event_timestamp,event_datetime,date,hour,minute,day_of_week,winner,winner_binary,volume,last_trade_price,best_bid,best_ask,spread,closed,btc_open,btc_close,btc_high,btc_low,btc_return,btc_volatility,btc_range,n_trades,n_unique_traders,total_trade_size,avg_trade_price,up_buy_pct,implied_prob_5min,implied_prob_4min,implied_prob_3min,implied_prob_2min,implied_prob_1min
btc-updown-5m-1771833000,1771833000,2026-02-23 07:50:00 UTC,2026-02-23,7,50,Monday,Up,1,53295.410045,0.97,0.98,0.99,0.01,True,65925.94,65947.53,65979.9,65916.7,0.00032749,3.763e-05,0.00095865,1288,486,79808.4142,0.5739,0.4697,0.48,0.5,0.71,0.7512,0.83
btc-updown-5m-1771833300,1771833300,2026-02-23 07:55:00 UTC,2026-02-23,7,55,Monday,Up,1,106783.56791,0.99,0.54,0.56,0.01,True,65947.52,65958.94,65970.0,65930.77,0.00017317,3.882e-05,0.00059487,1672,503,97087.507,0.5746,0.4833,0.49,0.49,0.48,0.7152,0.76
btc-updown-5m-1771833600,1771833600,2026-02-23 08:00:00 UTC,2026-02-23,8,0,Monday,Down,0,106464.836963,0.01,,0.01,0.01,True,65955.54,65816.08,65956.97,65760.26,-0.00211445,8.419e-05,0.00298246,1822,548,109624.0273,0.4898,0.4182,0.48,0.45,0.0953,0.075,0.01
btc-updown-5m-1771833900,1771833900,2026-02-23 08:05:00 UTC,2026-02-23,8,5,Monday,Down,0,150532.527473,0.01,,0.01,0.01,True,65816.08,65726.9,65830.33,65726.89,-0.00135499,9.163e-05,0.00157165,2531,644,137546.0795,0.5504,0.4362,0.528,0.47,0.25,0.5,0.22
btc-updown-5m-1771834200,1771834200,2026-02-23 08:10:00 UTC,2026-02-23,8,10,Monday,Up,1,99601.231345,0.999,0.99,1,0.01,True,65733.47,65845.72,65845.72,65733.47,0.00170765,5.053e-05,0.00170765,1258,532,93734.0464,0.5308,0.4762,0.54,0.63,0.83,0.94,0.99
btc-updown-5m-1771834500,1771834500,2026-02-23 08:15:00 UTC,2026-02-23,8,15,Monday,Down,0,108221.040739,0.001,0.02,0.03,0.01,True,65846.03,65759.12,65873.17,65745.9,-0.0013199,5.349e-05,0.00193284,1635,575,101023.7021,0.5599,0.4073,0.5,0.4866,0.33,0.06,0.02
btc-updown-5m-1771834800,1771834800,2026-02-23 08:20:00 UTC,2026-02-23,8,20,Monday,Down,0,110216.319646,0.01,,0.01,0.01,True,65759.12,65649.89,65759.12,65637.0,-0.00166106,5.371e-05,0.00185708,1706,556,102439.347,0.5455,0.3998,0.4901,0.27,0.27,0.25,0.02
btc-updown-5m-1771835100,1771835100,2026-02-23 08:25:00 UTC,2026-02-23,8,25,Monday,Up,1,113439.328946,0.999,0.99,1,0.01,True,65649.89,65682.68,65709.22,65625.64,0.00049947,4.796e-05,0.00127312,1823,594,102660.453,0.5819,0.4564,0.5335,0.54,0.77,0.8,0.97
btc-updown-5m-1771835400,1771835400,2026-02-23 08:30:00 UTC,2026-02-23,8,30,Monday,Down,0,105049.118563,0.01,,0.01,0.01,True,65682.69,65660.06,65736.4,65617.18,-0.00034454,5.197e-05,0.00181509,1801,601,96122.1329,0.5881,0.3815,0.5,0.73,0.79,0.57,0.11
btc-updown-5m-1771835700,1771835700,2026-02-23 08:35:00 UTC,2026-02-23,8,35,Monday,Down,0,111200.452827,0.01,,0.01,0.01,True,65660.06,65616.73,65663.19,65579.71,-0.00065991,5.603e-05,0.0012714,1807,566,103334.9664,0.5753,0.3985,0.5294,0.34,0.2331,0.25,0.02
btc-updown-5m-1771836000,1771836000,2026-02-23 08:40:00 UTC,2026-02-23,8,40,Monday,Up,1,95539.543129,0.99,0.27,0.3,0.03,True,65616.74,65618.09,65625.2,65580.63,2.057e-05,2.786e-05,0.00067925,1620,542,86555.0292,0.5974,0.4346,0.52,0.47,0.42,0.26,0.17
btc-updown-5m-1771836300,1771836300,2026-02-23 08:45:00 UTC,2026-02-23,8,45,Monday,Down,0,118486.074241,0.01,,0.01,0.01,True,65618.09,65613.98,65643.03,65601.58,-6.264e-05,4.187e-05,0.00063169,2062,531,106868.7238,0.5585,0.4229,0.52,0.58,0.43,0.57,0.32
btc-updown-5m-1771836600,1771836600,2026-02-23 08:50:00 UTC,2026-02-23,8,50,Monday,Down,0,113118.710186,0.01,,0.01,0.01,True,65631.85,65594.55,65631.85,65565.79,-0.00056832,5.95e-05,0.00100652,2044,594,102335.4162,0.5754,0.4041,0.51,0.41,0.45,0.3465,0.4769
btc-updown-5m-1771836900,1771836900,2026-02-23 08:55:00 UTC,2026-02-23,8,55,Monday,Up,1,97881.729898,0.999,0.999,1,0.001,True,65594.54,65676.44,65696.93,65594.54,0.00124858,3.979e-05,0.00156095,1304,506,90473.7706,0.5514,0.5483,0.5,0.6782,0.72,0.9593,0.99
btc-updown-5m-1771837200,1771837200,2026-02-23 09:00:00 UTC,2026-02-23,9,0,Monday,Up,1,85804.994554,0.999,0.99,1,0.01,True,65682.0,65811.43,65831.04,65682.0,0.00197056,6.996e-05,0.00226911,1315,496,80140.5217,0.5698,0.4692,0.49,0.92,0.94,0.97,0.99
btc-updown-5m-1771837500,1771837500,2026-02-23 09:05:00 UTC,2026-02-23,9,5,Monday,Down,0,116689.350233,0.01,,0.01,0.01,True,65815.39,65787.44,65826.0,65755.37,-0.00042467,3.825e-05,0.00107315,2116,586,105473.6071,0.5525,0.397,0.49,0.26,0.484,0.41,0.67
btc-updown-5m-1771837800,1771837800,2026-02-23 09:10:00 UTC,2026-02-23,9,10,Monday,Up,1,89682.399839,0.999,0.98,0.99,0.01,True,65787.45,65816.87,65829.77,65787.44,0.0004472,3.513e-05,0.00064344,1462,569,82381.2909,0.644,0.4391,0.49,0.69,0.86,0.61,0.9
btc-updown-5m-1771838100,1771838100,2026-02-23 09:15:00 UTC,2026-02-23,9,15,Monday,Down,0,117779.365995,0.001,,0.01,0.01,True,65816.86,65738.42,65846.9,65727.9,-0.00119179,4.36e-05,0.00180805,1690,498,108538.8235,0.544,0.4207,0.5,0.41,0.72,0.25,0.01
btc-updown-5m-1771838400,1771838400,2026-02-23 09:20:00 UTC,2026-02-23,9,20,Monday,Up,1,104651.593926,0.99,0.12,0.13,0.01,True,65747.48,65759.8,65760.71,65711.07,0.00018738,3.624e-05,0.00075501,1773,482,95057.0972,0.6035,0.4411,0.4685,0.511,0.44,0.61,0.3
btc-updown-5m-1771838700,1771838700,2026-02-23 09:25:00 UTC,2026-02-23,9,25,Monday,Up,1,75203.787801,0.999,0.999,1,0.001,True,65772.67,65844.09,65874.6,65756.59,0.00108586,4.556e-05,0.00179421,1165,468,69675.3169,0.5959,0.4987,0.51,0.71,0.7,0.69,0.97
btc-updown-5m-1771839000,1771839000,2026-02-23 09:30:00 UTC,2026-02-23,9,30,Monday,Up,1,95401.590337,0.999,0.99,1,0.01,True,65844.09,66150.24,66240.0,65823.02,0.00464962,0.00012325,0.00633284,1123,472,90644.3631,0.456,0.4577,0.47,0.8,0.99,0.99,0.99
btc-updown-5m-1771839300,1771839300,2026-02-23 09:35:00 UTC,2026-02-23,9,35,Monday,Up,1,110660.256371,0.999,0.999,1,0.001,True,66158.99,66279.19,66326.97,66158.99,0.00181684,9.302e-05,0.00253904,1523,573,102083.5524,0.5191,0.4655,0.47,0.58,0.7012,0.98,0.99
btc-updown-5m-1771839600,1771839600,2026-02-23 09:40:00 UTC,2026-02-23,9,40,Monday,Down,0,140878.78266,0.01,0.24,0.28,0.04,True,66284.57,66275.84,66302.05,66237.14,-0.0001317,6.66e-05,0.00097926,2548,568,127916.8571,0.5425,0.4443,0.45,0.35,0.37,0.31,0.53
btc-updown-5m-1771839900,1771839900,2026-02-23 09:45:00 UTC,2026-02-23,9,45,Monday,Up,1,150284.523819,0.999,0.99,1,0.01,True,66291.37,66314.58,66419.7,66271.87,0.00035012,0.00010395,0.00223,2716,705,138730.4961,0.5724,0.4713,0.47,0.57,0.93,0.96,0.45
btc-updown-5m-1771840200,1771840200,2026-02-23 09:50:00 UTC,2026-02-23,9,50,Monday,Up,1,107102.450311,0.999,0.999,1,0.001,True,66307.98,66456.5,66456.5,66244.18,0.00223985,7.378e-05,0.00320203,1846,646,97681.4651,0.6171,0.4778,0.48,0.26,0.3654,0.9,0.87
btc-updown-5m-1771840500,1771840500,2026-02-23 09:55:00 UTC,2026-02-23,9,55,Monday,Down,0,105036.041502,0.01,,0.01,0.01,True,66456.5,66404.91,66456.5,66382.78,-0.0007763,5.398e-05,0.0011093,1684,694,96538.4149,0.5631,0.4038,0.4,0.36,0.4259,0.15,0.03
btc-updown-5m-1771840800,1771840800,2026-02-23 10:00:00 UTC,2026-02-23,10,0,Monday,Up,1,121599.122141,0.99,0.93,0.94,0.01,True,66404.91,66482.34,66600.0,66341.48,0.00116603,9.998e-05,0.00389309,2062,681,112310.5274,0.5739,0.4845,0.5,0.24,0.8382,0.9486,0.81
btc-updown-5m-1771841100,1771841100,2026-02-23 10:05:00 UTC,2026-02-23,10,5,Monday,Down,0,100420.524283,0.01,,0.01,0.01,True,66488.54,66358.25,66519.01,66347.18,-0.00195959,7.776e-05,0.00258436,1727,631,92774.9524,0.5707,0.4308,0.4518,0.27,0.22,0.0684,0.0428
btc-updown-5m-1771841400,1771841400,2026-02-23 10:10:00 UTC,2026-02-23,10,10,Monday,Down,0,110448.744322,0.001,0.01,0.02,0.01,True,66370.0,66317.4,66399.13,66296.17,-0.00079253,4.93e-05,0.0015513,1888,621,101164.9756,0.5619,0.4057,0.4943,0.46,0.7,0.2458,0.13
btc-updown-5m-1771841700,1771841700,2026-02-23 10:15:00 UTC,2026-02-23,10,15,Monday,Up,1,99219.959265,0.99,0.99,1,0.01,True,66317.39,66456.49,66456.5,66276.99,0.00209749,6.382e-05,0.00270683,1569,559,94629.8688,0.5607,0.4353,0.547,0.29,0.44,0.8802,0.99
btc-updown-5m-1771842000,1771842000,2026-02-23 10:20:00 UTC,2026-02-23,10,20,Monday,Down,0,123385.695389,0.01,0.11,0.16,0.05,True,66456.5,66441.99,66511.5,66429.49,-0.00021834,5.151e-05,0.00123404,2166,624,111609.5885,0.5902,0.4224,0.4926,0.64,0.774,0.44,0.3054
btc-updown-5m-1771842300,1771842300,2026-02-23 10:25:00 UTC,2026-02-23,10,25,Monday,Down,0,96102.031935,0.001,,0.001,0.001,True,66441.99,66363.25,66441.99,66354.8,-0.00118509,4.749e-05,0.00131227,1441,538,88633.121,0.5003,0.3643,0.4947,0.3905,0.2079,0.12,0.01
btc-updown-5m-1771842600,1771842600,2026-02-23 10:30:00 UTC,2026-02-23,10,30,Monday,Down,0,70411.13389,0.02,0.01,0.02,0.01,True,66363.25,66298.37,66376.53,66279.21,-0.00097765,3.535e-05,0.00146647,1386,579,87052.1149,0.5818,0.3485,0.48,0.52,0.6357,0.078,0.03
btc-updown-5m-1771842900,1771842900,2026-02-23 10:35:00 UTC,2026-02-23,10,35,Monday,Down,0,107462.260719,0.001,,0.01,0.01,True,66294.01,66266.03,66315.2,66228.99,-0.00042206,3.257e-05,0.00130042,1623,619,99491.9046,0.6082,0.366,0.49,0.6523,0.35,0.28,0.0856
btc-updown-5m-1771843200,1771843200,2026-02-23 10:40:00 UTC,2026-02-23,10,40,Monday,Up,1,77089.155403,0.999,0.999,1,0.001,True,66266.02,66342.62,66382.95,66266.02,0.00115595,4.008e-05,0.00176455,989,502,83824.6551,0.4476,0.453,0.54,0.8209,0.91,0.98,0.99
btc-updown-5m-1771843500,1771843500,2026-02-23 10:45:00 UTC,2026-02-23,10,45,Monday,Down,0,93291.148207,0.001,,0.001,0.001,True,66342.62,66302.68,66342.63,66244.17,-0.00060203,4.669e-05,0.00148411,1348,560,107776.2807,0.4487,0.3591,0.5,0.18,0.26,0.0292,0.05
btc-updown-5m-1771843800,1771843800,2026-02-23 10:50:00 UTC,2026-02-23,10,50,Monday,Up,1,90130.941429,0.99,0.99,1,0.01,True,66302.68,66365.95,66378.29,66293.24,0.00095426,3.73e-05,0.00128275,1316,511,89391.8333,0.6457,0.5205,0.5,0.57,0.4,0.87,0.98
btc-updown-5m-1771844100,1771844100,2026-02-23 10:55:00 UTC,2026-02-23,10,55,Monday,Down,0,48473.928069,0.69,0.71,0.72,0.01,True,66365.95,66319.69,66410.0,66309.25,-0.00069704,4.344e-05,0.0015181,1808,606,103461.3502,0.5729,0.3617,0.4945,0.7685,0.78,0.7,0.02
btc-updown-5m-1771844400,1771844400,2026-02-23 11:00:00 UTC,2026-02-23,11,0,Monday,Down,0,53652.515312,0.36,0.33,0.34,0.01,True,66328.92,66260.63,66340.8,66260.63,-0.00102957,2.666e-05,0.00120867,1658,529,87952.5947,0.594,0.3914,0.49,0.48,0.55,0.38,0.69
btc-updown-5m-1771844700,1771844700,2026-02-23 11:05:00 UTC,2026-02-23,11,5,Monday,Up,1,80975.068749,0.999,0.999,1,0.001,True,66255.97,66337.99,66338.0,66253.35,0.00123793,3.419e-05,0.00127762,1336,553,82318.7459,0.5782,0.494,0.5488,0.5994,0.89,0.8687,0.9235
btc-updown-5m-1771845000,1771845000,2026-02-23 11:10:00 UTC,2026-02-23,11,10,Monday,Up,1,62218.038302,0.99,0.99,1,0.01,True,66338.0,66367.07,66386.27,66337.99,0.00043821,3.762e-05,0.00072779,1342,504,75007.3256,0.6505,0.506,0.51,0.6496,0.67,0.6,0.9
btc-updown-5m-1771845300,1771845300,2026-02-23 11:15:00 UTC,2026-02-23,11,15,Monday,Up,1,99862.020226,0.999,0.999,1,0.001,True,66367.08,66447.39,66450.51,66367.08,0.00121009,3.728e-05,0.0012571,1209,529,95128.9229,0.5286,0.507,0.49,0.76,0.9189,0.95,0.99
btc-updown-5m-1771845600,1771845600,2026-02-23 11:20:00 UTC,2026-02-23,11,20,Monday,Down,0,99668.165393,0.01,,0.01,0.01,True,66447.4,66329.45,66487.37,66329.45,-0.00177509,5.196e-05,0.00237662,1633,580,102886.6924,0.5315,0.3668,0.5,0.7,0.27,0.04,0.01
btc-updown-5m-1771845900,1771845900,2026-02-23 11:25:00 UTC,2026-02-23,11,25,Monday,Down,0,101886.812524,0.001,,0.01,0.01,True,66329.46,66325.3,66350.33,66306.2,-6.272e-05,4.215e-05,0.00066532,1857,462,93239.2431,0.5697,0.4093,0.51,0.45,0.5686,0.5,0.5364
btc-updown-5m-1771846200,1771846200,2026-02-23 11:30:00 UTC,2026-02-23,11,30,Monday,Down,0,100977.303833,0.001,,0.001,0.001,True,66325.31,66273.99,66325.31,66225.61,-0.00077376,5.582e-05,0.0015032,1505,543,94251.4805,0.5535,0.388,0.51,0.33,0.19,0.36,0.01
btc-updown-5m-1771846500,1771846500,2026-02-23 11:35:00 UTC,2026-02-23,11,35,Monday,Down,0,91032.803751,0.001,,0.001,0.001,True,66274.0,66174.53,66296.28,66145.39,-0.00150089,6.812e-05,0.00227676,1185,493,120700.9231,0.3547,0.3806,0.52,0.53,0.15,0.02,0.01
btc-updown-5m-1771846800,1771846800,2026-02-23 11:40:00 UTC,2026-02-23,11,40,Monday,Down,0,111346.106885,0.001,,0.01,0.01,True,66174.53,66128.0,66191.04,66118.96,-0.00070314,4.197e-05,0.00108924,1711,607,102999.5235,0.5814,0.3653,0.58,0.53,0.22,0.148,0.0571
btc-updown-5m-1771847100,1771847100,2026-02-23 11:45:00 UTC,2026-02-23,11,45,Monday,Up,1,114286.033528,0.99,0.99,1,0.01,True,66139.57,66143.01,66199.99,66114.22,5.201e-05,4.296e-05,0.0012968,2254,652,121616.8339,0.5305,0.4357,0.54,0.7772,0.5,0.59,0.76
btc-updown-5m-1771847400,1771847400,2026-02-23 11:50:00 UTC,2026-02-23,11,50,Monday,Up,1,84094.154335,0.96,0.94,0.96,0.02,True,66143.0,66174.7,66221.44,66143.0,0.00047926,5.112e-05,0.00118592,1652,636,94997.6409,0.5754,0.4558,0.52,0.8617,0.81,0.89,0.9846
btc-updown-5m-1771847700,1771847700,2026-02-23 11:55:00 UTC,2026-02-23,11,55,Monday,Up,1,84767.849634,0.99,0.99,1,0.01,True,66168.09,66207.23,66207.24,66168.09,0.00059152,2.467e-05,0.00059167,1487,512,77125.7532,0.5722,0.4849,0.503,0.48,0.5331,0.79,0.6764
btc-updown-5m-1771848000,1771848000,2026-02-23 12:00:00 UTC,2026-02-23,12,0,Monday,Down,0,112994.134794,0.01,0.14,0.15,0.01,True,66207.22,66182.71,66217.61,66166.26,-0.0003702,4.574e-05,0.0007756,2055,619,103306.8457,0.5894,0.3849,0.51,0.42,0.63,0.2484,0.17
btc-updown-5m-1771848300,1771848300,2026-02-23 12:05:00 UTC,2026-02-23,12,5,Monday,Up,1,130501.525845,0.999,0.97,0.98,0.01,True,66182.72,66188.01,66261.47,66162.57,7.993e-05,5.816e-05,0.00149435,2036,690,121519.5216,0.5457,0.4808,0.51,0.67,0.3598,0.79,0.99
btc-updown-5m-1771848600,1771848600,2026-02-23 12:10:00 UTC,2026-02-23,12,10,Monday,Up,1,49882.535243,0.96,0.96,0.97,0.01,True,66188.01,66220.81,66228.12,66188.01,0.00049556,2.821e-05,0.000606,1316,540,63495.9579,0.6196,0.516,0.51,0.68,0.67,0.8389,0.87
btc-updown-5m-1771848900,1771848900,2026-02-23 12:15:00 UTC,2026-02-23,12,15,Monday,Down,0,117959.16182,0.02,,0.01,0.01,True,66220.82,66191.6,66236.45,66178.98,-0.00044125,4.099e-05,0.00086785,2307,616,125559.0427,0.5559,0.3975,0.5,0.54,0.41,0.52,0.58
btc-updown-5m-1771849200,1771849200,2026-02-23 12:20:00 UTC,2026-02-23,12,20,Monday,Down,0,116022.820413,0.001,,0.008,0.008,True,66191.6,66114.3,66191.6,66055.37,-0.00116782,6.588e-05,0.00205812,1201,559,111180.2257,0.4115,0.4388,0.49,0.13,0.02,0.02,0.001
btc-updown-5m-1771849500,1771849500,2026-02-23 12:25:00 UTC,2026-02-23,12,25,Monday,Up,1,89800.466295,0.999,0.99,1,0.01,True,66120.99,66138.83,66169.13,66118.0,0.00026981,3.389e-05,0.00077328,1461,627,82393.7655,0.6129,0.4942,0.52,0.7652,0.763,0.62,0.85
btc-updown-5m-1771849800,1771849800,2026-02-23 12:30:00 UTC,2026-02-23,12,30,Monday,Down,0,124763.059981,0.001,,0.001,0.001,True,66138.83,65954.54,66152.73,65894.36,-0.00278641,0.00010742,0.00390648,1293,515,119750.8057,0.3782,0.4285,0.51,0.38,0.04,0.01,0.0097
btc-updown-5m-1771850100,1771850100,2026-02-23 12:35:00 UTC,2026-02-23,12,35,Monday,Up,1,131970.860648,0.999,0.999,1,0.001,True,65954.55,66243.8,66378.8,65954.54,0.0043856,9.363e-05,0.00643261,997,459,127289.639,0.2848,0.4544,0.5001,0.76,0.99,0.99,0.999
btc-updown-5m-1771850400,1771850400,2026-02-23 12:40:00 UTC,2026-02-23,12,40,Monday,Up,1,96643.872911,0.999,0.999,1,0.001,True,66243.8,66419.33,66495.81,66234.0,0.00264976,0.00011533,0.00395222,1741,586,87923.8814,0.5688,0.4704,0.52,0.72,0.74,0.76,0.99
btc-updown-5m-1771850700,1771850700,2026-02-23 12:45:00 UTC,2026-02-23,12,45,Monday,Down,0,115324.077541,0.01,,0.01,0.01,True,66421.47,66367.55,66502.4,66348.0,-0.00081179,5.692e-05,0.00232455,2147,688,107801.1644,0.5985,0.402,0.5,0.38,0.55,0.85,0.2354
btc-updown-5m-1771851000,1771851000,2026-02-23 12:50:00 UTC,2026-02-23,12,50,Monday,Down,0,77241.419859,0.1,0.04,0.05,0.01,True,66367.54,66340.37,66367.56,66322.54,-0.00040939,6.424e-05,0.00067834,1811,582,91166.1792,0.5858,0.4186,0.4983,0.35,0.42,0.2651,0.32
btc-updown-5m-1771851300,1771851300,2026-02-23 12:55:00 UTC,2026-02-23,12,55,Monday,Down,0,93509.3138,0.01,,0.01,0.01,True,66332.75,66280.4,66348.3,66228.01,-0.0007892,8.405e-05,0.00181343,1482,544,88430.3842,0.5979,0.3981,0.49,0.41,0.15,0.06,0.025
btc-updown-5m-1771851600,1771851600,2026-02-23 13:00:00 UTC,2026-02-23,13,0,Monday,Down,0,143177.941116,0.01,,0.01,0.01,True,66284.72,66254.68,66314.0,66240.46,-0.0004532,6.944e-05,0.00110946,2715,636,130869.0334,0.5778,0.4004,0.5347,0.6266,0.46,0.66,0.38
btc-updown-5m-1771851900,1771851900,2026-02-23 13:05:00 UTC,2026-02-23,13,5,Monday,Up,1,113064.858558,0.99,0.99,1,0.01,True,66254.67,66329.29,66387.11,66239.63,0.00112626,7.065e-05,0.00222596,1640,587,105307.1932,0.5802,0.4939,0.5301,0.6067,0.58,0.84,0.99
btc-updown-5m-1771852200,1771852200,2026-02-23 13:10:00 UTC,2026-02-23,13,10,Monday,Down,0,92814.851375,0.01,,0.001,0.001,True,66329.28,66220.51,66344.48,66211.87,-0.00163985,4.922e-05,0.00199927,1334,556,85964.1408,0.5939,0.3576,0.4986,0.5177,0.31,0.18,0.02
btc-updown-5m-1771852500,1771852500,2026-02-23 13:15:00 UTC,2026-02-23,13,15,Monday,Down,0,85415.621181,0.09,0.04,0.07,0.03,True,66207.24,66192.6,66228.76,66124.34,-0.00022112,5.774e-05,0.00157717,1904,710,117297.4457,0.6026,0.3319,0.4888,0.54,0.4759,0.15,0.07
btc-updown-5m-1771852800,1771852800,2026-02-23 13:20:00 UTC,2026-02-23,13,20,Monday,Down,0,111450.70357,0.01,0.65,0.68,0.03,True,66159.51,66171.24,66257.9,66159.5,0.0001773,5.815e-05,0.00148731,1954,622,100345.8478,0.5738,0.3864,0.51,0.62,0.7411,0.7,0.53
btc-updown-5m-1771853100,1771853100,2026-02-23 13:25:00 UTC,2026-02-23,13,25,Monday,Up,1,131252.816866,0.99,0.94,0.96,0.02,True,66171.25,66226.66,66259.5,66133.07,0.00083737,7.077e-05,0.00191065,2051,676,119957.2504,0.5517,0.4529,0.52,0.61,0.32,0.53,0.96
btc-updown-5m-1771853400,1771853400,2026-02-23 13:30:00 UTC,2026-02-23,13,30,Monday,Down,0,108038.733815,0.46,0.22,0.28,0.06,True,66232.94,66198.0,66267.63,66172.96,-0.00052753,8.751e-05,0.00142935,2740,671,139612.5815,0.5503,0.3854,0.52,0.6103,0.59,0.39,0.35
btc-updown-5m-1771853700,1771853700,2026-02-23 13:35:00 UTC,2026-02-23,13,35,Monday,Down,0,126210.801227,0.01,,0.01,0.01,True,66182.54,66178.98,66221.9,66142.07,-5.379e-05,5.522e-05,0.00120621,2053,701,132365.5815,0.5223,0.3804,0.49,0.52,0.53,0.5029,0.06
btc-updown-5m-1771854000,1771854000,2026-02-23 13:40:00 UTC,2026-02-23,13,40,Monday,Up,1,90137.297235,0.999,0.999,1,0.001,True,66196.77,66353.16,66430.52,66196.77,0.0023625,8.126e-05,0.00353114,1110,507,84433.8247,0.4581,0.4423,0.4898,0.78,0.92,0.99,0.99
btc-updown-5m-1771854300,1771854300,2026-02-23 13:45:00 UTC,2026-02-23,13,45,Monday,Up,1,128491.52566,0.99,0.99,1,0.01,True,66340.93,66365.24,66368.93,66283.1,0.00036644,5.936e-05,0.00129377,2136,619,116397.5471,0.5643,0.4209,0.5143,0.29,0.32,0.25,0.47
btc-updown-5m-1771854600,1771854600,2026-02-23 13:50:00 UTC,2026-02-23,13,50,Monday,Down,0,92063.265525,0.01,,0.01,0.01,True,66365.25,66258.31,66366.93,66258.31,-0.00161139,6.006e-05,0.0016367,1912,633,101571.384,0.5702,0.42,0.4909,0.4946,0.3237,0.1811,0.07
btc-updown-5m-1771854900,1771854900,2026-02-23 13:55:00 UTC,2026-02-23,13,55,Monday,Down,0,92284.71785,0.01,,0.01,0.01,True,66258.32,66132.66,66275.2,66103.35,-0.00189652,0.00010938,0.00259364,1435,595,86697.136,0.554,0.4453,0.5,0.205,0.07,0.01,0.01
btc-updown-5m-1771855200,1771855200,2026-02-23 14:00:00 UTC,2026-02-23,14,0,Monday,Up,1,96464.456486,0.99,0.99,1,0.01,True,66132.66,66189.66,66198.0,66121.08,0.0008619,6.243e-05,0.00116312,2065,660,99736.5447,0.603,0.4494,0.5,0.68,0.81,0.79,0.48
btc-updown-5m-1771855500,1771855500,2026-02-23 14:05:00 UTC,2026-02-23,14,5,Monday,Up,1,89170.269315,0.99,0.99,1,0.01,True,66189.66,66236.07,66252.61,66189.66,0.00070117,4.512e-05,0.00095105,1390,616,85357.2512,0.6415,0.4914,0.52,0.7765,0.7,0.86,0.97
btc-updown-5m-1771855800,1771855800,2026-02-23 14:10:00 UTC,2026-02-23,14,10,Monday,Up,1,87864.572418,0.94,0.86,0.93,0.07,True,66247.86,66243.4,66264.95,66176.49,-6.732e-05,6.223e-05,0.00133529,2300,654,113080.2749,0.5795,0.4361,0.51,0.48,0.52,0.41,0.6
btc-updown-5m-1771856100,1771856100,2026-02-23 14:15:00 UTC,2026-02-23,14,15,Monday,Down,0,81912.438657,0.001,,0.001,0.001,True,66252.36,66141.17,66252.36,66124.06,-0.00167828,4.894e-05,0.00193653,1281,556,76142.5391,0.5709,0.3568,0.4907,0.4372,0.21,0.06,0.01
btc-updown-5m-1771856400,1771856400,2026-02-23 14:20:00 UTC,2026-02-23,14,20,Monday,Down,0,95646.344898,0.01,,0.01,0.01,True,66141.17,66064.42,66141.17,66049.54,-0.0011604,3.543e-05,0.00138537,1383,617,89013.1407,0.6031,0.3565,0.52,0.28,0.34,0.1373,0.01
btc-updown-5m-1771856700,1771856700,2026-02-23 14:25:00 UTC,2026-02-23,14,25,Monday,Up,1,115446.135804,0.999,0.999,1,0.001,True,66064.87,66086.27,66096.48,66058.0,0.00032392,4.193e-05,0.00058246,2110,709,104433.9668,0.5847,0.4408,0.51,0.66,0.77,0.65,0.88
btc-updown-5m-1771857000,1771857000,2026-02-23 14:30:00 UTC,2026-02-23,14,30,Monday,Down,0,278261.491113,0.001,,0.01,0.01,True,66086.27,65938.15,66224.58,65937.23,-0.00224131,0.0001945,0.0043481,3815,809,261171.6086,0.418,0.4545,0.5223,0.66,0.85,0.8448,0.83
btc-updown-5m-1771857300,1771857300,2026-02-23 14:35:00 UTC,2026-02-23,14,35,Monday,Down,0,272885.320407,0.001,,0.01,0.01,True,65932.24,65845.29,66154.0,65800.0,-0.00131878,0.00019496,0.00536915,3477,859,257996.0091,0.4559,0.4127,0.49,0.85,0.5103,0.4507,0.41
btc-updown-5m-1771857600,1771857600,2026-02-23 14:40:00 UTC,2026-02-23,14,40,Monday,Down,0,123498.678329,0.685,0.65,0.71,0.06,True,65839.34,65832.41,65899.99,65529.73,-0.00010526,0.00019167,0.00562369,2806,886,582955.6409,0.1614,0.423,0.51,0.24,0.05,0.08,0.2972
btc-updown-5m-1771857900,1771857900,2026-02-23 14:45:00 UTC,2026-02-23,14,45,Monday,Down,0,150489.76311,0.01,,0.01,0.01,True,65812.36,65649.99,65965.89,65616.06,-0.00246717,0.0001771,0.00531557,2893,722,137509.6199,0.582,0.4138,0.53,0.59,0.45,0.8095,0.2508
btc-updown-5m-1771858200,1771858200,2026-02-23 14:50:00 UTC,2026-02-23,14,50,Monday,Up,1,133299.775748,0.999,0.996,1,0.004,True,65643.59,65944.03,66115.16,65643.58,0.00457684,0.00017662,0.00718395,1284,644,172109.2437,0.4339,0.4276,0.5,0.9263,0.99,0.99,0.999
btc-updown-5m-1771858500,1771858500,2026-02-23 14:55:00 UTC,2026-02-23,14,55,Monday,Down,0,74649.235295,0.3,0.3,0.31,0.01,True,65940.06,65923.53,66058.88,65884.78,-0.00025068,0.00013246,0.00264028,2526,710,125422.0413,0.5895,0.407,0.5279,0.65,0.7,0.7059,0.2115
