slug,event_timestamp,event_datetime,date,hour,minute,day_of_week,winner,winner_binary,volume,last_trade_price,best_bid,best_ask,spread,closed,btc_open,btc_close,btc_high,btc_low,btc_return,btc_volatility,btc_range,n_trades,n_unique_traders,total_trade_size,avg_trade_price,up_buy_pct,implied_prob_5min,implied_prob_4min,implied_prob_3min,implied_prob_2min,implied_prob_1min
btc-updown-5m-1771129500,1771129500,2026-02-15 04:25:00 UTC,2026-02-15,4,25,Sunday,Down,0,105495.024478,0.01,,0.01,0.01,True,70206.4,70198.17,70288.94,70172.29,-0.00011723,7.116e-05,0.00166153,1625,426,101177.883,0.5193,0.3514,0.5042,0.75,0.61,0.44,0.35
btc-updown-5m-1771129800,1771129800,2026-02-15 04:30:00 UTC,2026-02-15,4,30,Sunday,Up,1,98544.676473,0.999,0.999,1,0.001,True,70208.15,70310.45,70370.4,70193.62,0.0014571,9.013e-05,0.00251794,1164,410,93118.2413,0.4281,0.3222,0.51,0.6898,0.7676,0.85,0.99
btc-updown-5m-1771130100,1771130100,2026-02-15 04:35:00 UTC,2026-02-15,4,35,Sunday,Down,0,34819.73334,0.09,0.1,0.12,0.02,True,70310.44,70212.35,70350.0,70190.0,-0.0013951,6.383e-05,0.00227562,1294,407,62502.1719,0.5666,0.4096,0.51,0.53,0.4942,0.31,0.07
btc-updown-5m-1771130400,1771130400,2026-02-15 04:40:00 UTC,2026-02-15,4,40,Sunday,Up,1,31709.573265,0.94,0.91,0.92,0.01,True,70212.36,70225.61,70257.99,70207.35,0.00018871,4.329e-05,0.00072124,968,330,51070.694,0.615,0.4329,0.51,0.55,0.74,0.57,0.816
btc-updown-5m-1771130700,1771130700,2026-02-15 04:45:00 UTC,2026-02-15,4,45,Sunday,Up,1,58476.95101,0.99,0.99,1,0.01,True,70225.61,70310.76,70342.0,70216.17,0.00121252,5.112e-05,0.0017918,1000,337,53565.3825,0.6035,0.367,0.5,0.56,0.72,0.6813,0.87
btc-updown-5m-1771131000,1771131000,2026-02-15 04:50:00 UTC,2026-02-15,4,50,Sunday,Down,0,30177.678217,0.21,0.22,0.24,0.02,True,70310.76,70183.66,70311.14,70179.86,-0.00180769,5.25e-05,0.00186714,1052,357,60442.5903,0.6542,0.3973,0.5,0.44,0.23,0.21,0.07
btc-updown-5m-1771131300,1771131300,2026-02-15 04:55:00 UTC,2026-02-15,4,55,Sunday,Up,1,69283.647762,0.99,0.99,1,0.01,True,70183.66,70183.99,70184.0,70113.96,4.7e-06,5.645e-05,0.00099795,1025,323,62174.8454,0.566,0.4263,0.51,0.2981,0.2,0.22,0.36
btc-updown-5m-1771131600,1771131600,2026-02-15 05:00:00 UTC,2026-02-15,5,0,Sunday,Down,0,55271.744258,0.12,0.06,0.12,0.06,True,70183.99,70153.73,70215.0,70132.54,-0.00043115,5.315e-05,0.00117491,1447,346,74873.7709,0.5849,0.3663,0.5,0.44,0.51,0.6396,0.3703
btc-updown-5m-1771131900,1771131900,2026-02-15 05:05:00 UTC,2026-02-15,5,5,Sunday,Up,1,63880.122444,0.99,0.99,1,0.01,True,70152.67,70246.06,70293.26,70141.76,0.00133124,6.979e-05,0.00215958,1030,404,58247.795,0.5389,0.3563,0.51,0.68,0.76,0.94,0.97
btc-updown-5m-1771132200,1771132200,2026-02-15 05:10:00 UTC,2026-02-15,5,10,Sunday,Down,0,55305.024407,0.01,,0.01,0.01,True,70246.05,70205.38,70246.05,70191.1,-0.00057896,3.248e-05,0.00078225,841,350,60519.4657,0.6915,0.3876,0.5,0.36,0.42,0.2438,0.11
btc-updown-5m-1771132500,1771132500,2026-02-15 05:15:00 UTC,2026-02-15,5,15,Sunday,Up,1,76893.186237,0.999,0.999,1,0.001,True,70205.38,70412.98,70459.26,70170.0,0.00295704,0.00010189,0.0041202,1085,331,75260.764,0.5247,0.3207,0.51,0.46,0.92,0.98,0.99
btc-updown-5m-1771132800,1771132800,2026-02-15 05:20:00 UTC,2026-02-15,5,20,Sunday,Down,0,45248.145885,0.1,0.05,0.06,0.01,True,70412.98,70354.19,70472.02,70299.99,-0.00083493,5.648e-05,0.00244316,1088,430,74237.7363,0.5161,0.4347,0.4871,0.36,0.3,0.08,0.06
btc-updown-5m-1771133100,1771133100,2026-02-15 05:25:00 UTC,2026-02-15,5,25,Sunday,Down,0,82215.249705,0.01,,0.001,0.001,True,70354.18,70331.18,70358.5,70316.87,-0.00032692,3.904e-05,0.00059172,1404,339,73426.7851,0.6176,0.3896,0.49,0.44,0.41,0.5112,0.4042
btc-updown-5m-1771133400,1771133400,2026-02-15 05:30:00 UTC,2026-02-15,5,30,Sunday,Up,1,96208.099664,0.999,0.989,0.99,0.001,True,70331.17,70396.31,70422.75,70295.56,0.00092619,4.805e-05,0.00180844,1366,386,88190.3477,0.5527,0.3924,0.5,0.321,0.725,0.9221,0.96
btc-updown-5m-1771133700,1771133700,2026-02-15 05:35:00 UTC,2026-02-15,5,35,Sunday,Down,0,24987.426767,0.07,0.06,0.08,0.02,True,70396.31,70298.23,70396.31,70292.17,-0.00139325,4.323e-05,0.00147934,770,360,51047.1816,0.5461,0.4195,0.5,0.2017,0.14,0.05,0.04
btc-updown-5m-1771134000,1771134000,2026-02-15 05:40:00 UTC,2026-02-15,5,40,Sunday,Up,1,61688.404693,0.999,0.98,0.99,0.01,True,70298.22,70357.27,70383.1,70279.78,0.00083999,4.798e-05,0.00146974,1022,351,55837.0396,0.5758,0.3826,0.51,0.67,0.75,0.89,0.94
btc-updown-5m-1771134300,1771134300,2026-02-15 05:45:00 UTC,2026-02-15,5,45,Sunday,Down,0,124111.68362,0.01,,0.01,0.01,True,70357.27,70358.91,70444.7,70313.41,2.331e-05,5.591e-05,0.00186605,1466,407,115715.5694,0.4622,0.3513,0.5,0.81,0.78,0.53,0.11
btc-updown-5m-1771134600,1771134600,2026-02-15 05:50:00 UTC,2026-02-15,5,50,Sunday,Down,0,77519.758424,0.01,,0.01,0.01,True,70358.92,70303.13,70385.54,70303.13,-0.00079293,3.685e-05,0.00117128,1243,340,68994.7223,0.611,0.4031,0.51,0.4,0.75,0.48,0.2605
btc-updown-5m-1771134900,1771134900,2026-02-15 05:55:00 UTC,2026-02-15,5,55,Sunday,Down,0,58975.917966,0.01,0.09,0.11,0.02,True,70303.13,70267.61,70309.91,70267.6,-0.00050524,2.746e-05,0.00060182,844,332,53244.7112,0.6504,0.3945,0.51,0.4,0.3254,0.35,0.1
btc-updown-5m-1771135200,1771135200,2026-02-15 06:00:00 UTC,2026-02-15,6,0,Sunday,Down,0,80424.3602,0.01,,0.01,0.01,True,70267.6,70241.15,70286.88,70219.12,-0.00037642,3.879e-05,0.00096431,1340,355,66991.2328,0.5798,0.4119,0.5162,0.34,0.5475,0.23,0.14
btc-updown-5m-1771135500,1771135500,2026-02-15 06:05:00 UTC,2026-02-15,6,5,Sunday,Up,1,69898.634698,0.99,0.99,1,0.01,True,70241.15,70250.0,70280.0,70241.15,0.00012599,3.157e-05,0.00055309,1143,342,58921.8068,0.6017,0.3762,0.5184,0.68,0.7596,0.808,0.66
btc-updown-5m-1771135800,1771135800,2026-02-15 06:10:00 UTC,2026-02-15,6,10,Sunday,Down,0,81835.246493,0.01,,0.01,0.01,True,70250.0,70231.5,70250.0,70184.09,-0.00026335,3.614e-05,0.00093822,1113,411,72056.8294,0.6047,0.3899,0.51,0.4432,0.34,0.2356,0.1147
btc-updown-5m-1771136100,1771136100,2026-02-15 06:15:00 UTC,2026-02-15,6,15,Sunday,Up,1,72628.606877,0.99,0.85,0.87,0.02,True,70231.51,70287.81,70294.51,70200.45,0.00080163,3.815e-05,0.00133928,1165,466,64666.9834,0.5597,0.4464,0.5,0.41,0.8638,0.8317,0.9268
btc-updown-5m-1771136400,1771136400,2026-02-15 06:20:00 UTC,2026-02-15,6,20,Sunday,Up,1,107069.428944,0.99,0.95,0.96,0.01,True,70284.47,70380.0,70380.0,70274.25,0.00135919,5.583e-05,0.0015046,1818,480,93100.2622,0.5484,0.4021,0.51,0.6764,0.8,0.67,0.8972
btc-updown-5m-1771136700,1771136700,2026-02-15 06:25:00 UTC,2026-02-15,6,25,Sunday,Up,1,99454.701769,0.999,0.99,1,0.01,True,70393.3,70375.97,70530.99,70375.96,-0.00024619,7.111e-05,0.00220234,1549,482,88440.2324,0.5246,0.3338,0.49,0.7968,0.85,0.84,0.97
btc-updown-5m-1771137000,1771137000,2026-02-15 06:30:00 UTC,2026-02-15,6,30,Sunday,Up,1,48966.782527,0.96,0.96,0.97,0.01,True,70380.89,70456.32,70473.1,70361.19,0.00107174,4.117e-05,0.00159006,1183,430,78295.8445,0.4629,0.4218,0.4909,0.59,0.8469,0.94,0.94
btc-updown-5m-1771137300,1771137300,2026-02-15 06:35:00 UTC,2026-02-15,6,35,Sunday,Down,0,149710.418122,0.001,,0.01,0.01,True,70456.33,70420.5,70540.99,70420.5,-0.00050854,5.992e-05,0.00171014,1449,474,137271.6673,0.4654,0.3575,0.45,0.9246,0.8142,0.48,0.85
btc-updown-5m-1771137600,1771137600,2026-02-15 06:40:00 UTC,2026-02-15,6,40,Sunday,Down,0,72558.400895,0.01,,0.01,0.01,True,70415.31,70370.3,70435.1,70370.3,-0.00063921,3.305e-05,0.00092025,1119,336,62060.6095,0.5876,0.3771,0.45,0.36,0.56,0.64,0.55
btc-updown-5m-1771137900,1771137900,2026-02-15 06:45:00 UTC,2026-02-15,6,45,Sunday,Down,0,70057.539096,0.01,,0.01,0.01,True,70369.0,70310.0,70423.86,70310.0,-0.00083844,5.771e-05,0.00161804,1613,395,85414.9019,0.562,0.3143,0.5,0.6755,0.62,0.2436,0.45
btc-updown-5m-1771138200,1771138200,2026-02-15 06:50:00 UTC,2026-02-15,6,50,Sunday,Up,1,45343.226564,0.93,0.93,0.95,0.02,True,70322.41,70368.43,70368.43,70292.97,0.00065441,3.69e-05,0.00107306,1384,424,63130.4355,0.5782,0.3837,0.51,0.59,0.59,0.6289,0.95
btc-updown-5m-1771138500,1771138500,2026-02-15 06:55:00 UTC,2026-02-15,6,55,Sunday,Up,1,63631.07039,0.99,0.99,1,0.01,True,70368.42,70405.12,70408.59,70368.42,0.00052154,2.554e-05,0.00057085,967,368,62537.5128,0.6362,0.3971,0.52,0.7,0.58,0.81,0.82
btc-updown-5m-1771138800,1771138800,2026-02-15 07:00:00 UTC,2026-02-15,7,0,Sunday,Up,1,80763.566804,0.999,0.99,1,0.01,True,70399.07,70411.23,70411.23,70340.58,0.00017273,3.657e-05,0.00100356,1105,428,72710.7495,0.6103,0.3937,0.4948,0.36,0.37,0.4095,0.4
btc-updown-5m-1771139100,1771139100,2026-02-15 07:05:00 UTC,2026-02-15,7,5,Sunday,Down,0,60657.067084,0.01,,0.01,0.01,True,70411.25,70319.22,70424.65,70314.23,-0.00130704,3.767e-05,0.00156822,1055,405,64480.7108,0.6526,0.3839,0.5,0.38,0.3682,0.1816,0.05
btc-updown-5m-1771139400,1771139400,2026-02-15 07:10:00 UTC,2026-02-15,7,10,Sunday,Up,1,68826.732475,0.99,0.99,1,0.01,True,70319.22,70423.67,70439.75,70307.12,0.00148537,3.683e-05,0.00188611,889,372,62944.6025,0.5401,0.3712,0.5424,0.6401,0.86,0.93,0.94
btc-updown-5m-1771139700,1771139700,2026-02-15 07:15:00 UTC,2026-02-15,7,15,Sunday,Up,1,71071.798439,0.999,0.999,1,0.001,True,70423.68,70791.8,70878.03,70400.0,0.00522722,0.00017621,0.00678792,1433,349,93916.4974,0.3629,0.2847,0.5052,0.6,0.92,0.95,0.99
btc-updown-5m-1771140000,1771140000,2026-02-15 07:20:00 UTC,2026-02-15,7,20,Sunday,Down,0,109343.160676,0.01,,0.01,0.01,True,70791.81,70656.28,70875.99,70636.31,-0.00191449,0.00011611,0.0033857,2062,455,99125.662,0.5848,0.3531,0.45,0.34,0.66,0.48,0.2238
btc-updown-5m-1771140300,1771140300,2026-02-15 07:25:00 UTC,2026-02-15,7,25,Sunday,Up,1,119068.153297,0.999,0.99,1,0.01,True,70656.28,70674.99,70697.83,70596.89,0.0002648,6.883e-05,0.00142861,1618,474,111257.0045,0.5374,0.4252,0.5,0.49,0.575,0.64,0.83
btc-updown-5m-1771140600,1771140600,2026-02-15 07:30:00 UTC,2026-02-15,7,30,Sunday,Up,1,76076.736665,0.999,0.99,1,0.01,True,70687.47,70781.7,70836.01,70595.4,0.00133305,0.00010397,0.00340386,1334,373,70268.3607,0.5842,0.3606,0.5,0.44,0.6,0.65,0.9
btc-updown-5m-1771140900,1771140900,2026-02-15 07:35:00 UTC,2026-02-15,7,35,Sunday,Up,1,91136.679523,0.99,0.99,1,0.01,True,70781.7,70782.57,70926.41,70768.19,1.229e-05,0.00010113,0.00223532,1763,466,83548.8374,0.4914,0.3233,0.46,0.4335,0.6797,0.802,0.96
btc-updown-5m-1771141200,1771141200,2026-02-15 07:40:00 UTC,2026-02-15,7,40,Sunday,Down,0,81736.767378,0.01,,0.01,0.01,True,70800.01,70741.62,70854.66,70741.62,-0.00082472,6.988e-05,0.00159661,1593,412,71833.7691,0.606,0.366,0.45,0.58,0.5,0.39,0.4164
btc-updown-5m-1771141500,1771141500,2026-02-15 07:45:00 UTC,2026-02-15,7,45,Sunday,Down,0,70940.555223,0.01,,0.01,0.01,True,70741.62,70709.99,70788.1,70700.0,-0.00044712,4.915e-05,0.00124538,1187,408,64146.4317,0.6429,0.3345,0.5,0.5,0.54,0.31,0.2353
btc-updown-5m-1771141800,1771141800,2026-02-15 07:50:00 UTC,2026-02-15,7,50,Sunday,Down,0,79569.859207,0.01,0.22,0.26,0.04,True,70715.84,70690.02,70781.2,70690.01,-0.00036512,5.515e-05,0.00128953,1411,406,69627.6064,0.5904,0.3366,0.51,0.6865,0.77,0.5,0.34
btc-updown-5m-1771142100,1771142100,2026-02-15 07:55:00 UTC,2026-02-15,7,55,Sunday,Up,1,65009.820045,0.99,0.99,1,0.01,True,70690.02,70828.42,70828.42,70690.01,0.00195784,5.852e-05,0.00195799,1166,398,61422.4559,0.5714,0.3216,0.54,0.735,0.81,0.6572,0.95
btc-updown-5m-1771142400,1771142400,2026-02-15 08:00:00 UTC,2026-02-15,8,0,Sunday,Up,1,46206.120585,0.71,0.66,0.67,0.01,True,70828.43,70854.01,70888.0,70814.65,0.00036115,7.705e-05,0.0010356,1574,410,71941.288,0.5859,0.352,0.49,0.4786,0.77,0.6979,0.761
btc-updown-5m-1771142700,1771142700,2026-02-15 08:05:00 UTC,2026-02-15,8,5,Sunday,Up,1,89948.395591,0.99,0.99,1,0.01,True,70854.01,70913.01,70982.99,70854.01,0.0008327,9.294e-05,0.00182036,1901,460,78710.8664,0.5585,0.3083,0.5,0.63,0.8,0.6565,0.8567
btc-updown-5m-1771143000,1771143000,2026-02-15 08:10:00 UTC,2026-02-15,8,10,Sunday,Down,0,66379.505372,0.01,,0.01,0.01,True,70913.01,70741.82,70957.5,70732.01,-0.00241408,7.098e-05,0.00317981,1189,434,62322.3305,0.5253,0.3659,0.44,0.58,0.2,0.05,0.01
btc-updown-5m-1771143300,1771143300,2026-02-15 08:15:00 UTC,2026-02-15,8,15,Sunday,Up,1,63603.76493,0.99,0.82,0.84,0.02,True,70747.49,70831.27,70831.27,70727.39,0.00118421,4.719e-05,0.00146832,1086,426,57384.1776,0.6112,0.3849,0.51,0.67,0.65,0.7,0.9
btc-updown-5m-1771143600,1771143600,2026-02-15 08:20:00 UTC,2026-02-15,8,20,Sunday,Down,0,65607.663837,0.01,0.05,0.06,0.01,True,70831.26,70792.49,70831.27,70788.0,-0.00054736,3.386e-05,0.00061089,1136,421,57307.6492,0.6379,0.3759,0.5,0.4832,0.4583,0.36,0.1776
btc-updown-5m-1771143900,1771143900,2026-02-15 08:25:00 UTC,2026-02-15,8,25,Sunday,Down,0,75636.334702,0.001,,0.01,0.01,True,70792.49,70568.02,70800.0,70568.02,-0.00317082,8.452e-05,0.0032769,1264,409,66825.5341,0.5687,0.4399,0.49,0.42,0.25,0.03,0.01
btc-updown-5m-1771144200,1771144200,2026-02-15 08:30:00 UTC,2026-02-15,8,30,Sunday,Down,0,135043.996811,0.001,,0.001,0.001,True,70568.0,70278.13,70608.8,70193.69,-0.00410767,0.00013475,0.00588241,1827,456,125410.8883,0.4645,0.4483,0.56,0.4873,0.3,0.02,0.002
btc-updown-5m-1771144500,1771144500,2026-02-15 08:35:00 UTC,2026-02-15,8,35,Sunday,Down,0,112125.248728,0.01,0.41,0.42,0.01,True,70267.6,70258.62,70363.6,70188.14,-0.0001278,0.00011258,0.00249703,2268,435,100141.6675,0.5328,0.366,0.55,0.3851,0.7874,0.81,0.42
btc-updown-5m-1771144800,1771144800,2026-02-15 08:40:00 UTC,2026-02-15,8,40,Sunday,Up,1,61874.392213,0.99,0.99,1,0.01,True,70258.62,70330.24,70357.77,70258.61,0.00101938,7.134e-05,0.00141136,1334,442,70527.6698,0.5562,0.3328,0.55,0.7,0.81,0.88,0.77
btc-updown-5m-1771145100,1771145100,2026-02-15 08:45:00 UTC,2026-02-15,8,45,Sunday,Up,1,79702.903307,0.99,0.99,1,0.01,True,70325.15,70419.1,70447.99,70297.38,0.00133594,5.208e-05,0.00214162,1490,495,77544.3694,0.5656,0.3866,0.5221,0.53,0.8,0.91,0.95
btc-updown-5m-1771145400,1771145400,2026-02-15 08:50:00 UTC,2026-02-15,8,50,Sunday,Up,1,94944.588384,0.99,0.91,0.93,0.02,True,70419.1,70439.72,70454.7,70355.24,0.00029282,5.171e-05,0.0014124,1553,524,86435.709,0.5947,0.3857,0.505,0.361,0.62,0.75,0.8873
btc-updown-5m-1771145700,1771145700,2026-02-15 08:55:00 UTC,2026-02-15,8,55,Sunday,Up,1,53387.07188,0.99,0.99,1,0.01,True,70440.06,70446.52,70454.7,70419.1,9.171e-05,3.351e-05,0.00050539,1308,389,66408.9168,0.6366,0.4587,0.49,0.42,0.51,0.45,0.66
btc-updown-5m-1771146000,1771146000,2026-02-15 09:00:00 UTC,2026-02-15,9,0,Sunday,Up,1,62674.598572,0.96,0.97,0.98,0.01,True,70446.52,70493.99,70510.87,70388.3,0.00067384,5.3e-05,0.0017399,1591,507,100538.9136,0.5565,0.3734,0.5,0.37,0.2848,0.79,0.97
btc-updown-5m-1771146300,1771146300,2026-02-15 09:05:00 UTC,2026-02-15,9,5,Sunday,Up,1,85072.661921,0.999,0.98,0.99,0.01,True,70492.69,70650.0,70654.95,70434.4,0.00223158,6.788e-05,0.00312869,1541,529,77526.3927,0.5379,0.4225,0.44,0.5,0.72,0.98,0.99
btc-updown-5m-1771146600,1771146600,2026-02-15 09:10:00 UTC,2026-02-15,9,10,Sunday,Down,0,103236.596952,0.01,,0.01,0.01,True,70657.8,70582.01,70661.84,70582.01,-0.00107263,4.898e-05,0.00112981,1465,571,94308.8085,0.5816,0.4068,0.43,0.21,0.21,0.4823,0.21
btc-updown-5m-1771146900,1771146900,2026-02-15 09:15:00 UTC,2026-02-15,9,15,Sunday,Down,0,76642.12262,0.01,,0.01,0.01,True,70568.0,70513.47,70601.12,70513.47,-0.00077273,4.792e-05,0.00124206,1483,550,97867.7097,0.626,0.3446,0.4603,0.45,0.57,0.7751,0.7
btc-updown-5m-1771147200,1771147200,2026-02-15 09:20:00 UTC,2026-02-15,9,20,Sunday,Up,1,75492.325868,0.999,0.99,1,0.01,True,70521.62,70576.8,70602.96,70521.62,0.00078246,3.962e-05,0.00115341,1070,469,68240.8268,0.6258,0.3692,0.5,0.56,0.7822,0.918,0.88
btc-updown-5m-1771147500,1771147500,2026-02-15 09:25:00 UTC,2026-02-15,9,25,Sunday,Up,1,41079.312484,0.91,0.87,0.91,0.04,True,70576.81,70628.82,70628.82,70572.22,0.00073693,2.798e-05,0.00080196,1122,417,65270.7837,0.6561,0.4216,0.51,0.5982,0.76,0.77,0.95
btc-updown-5m-1771147800,1771147800,2026-02-15 09:30:00 UTC,2026-02-15,9,30,Sunday,Down,0,109318.687523,0.01,,0.01,0.01,True,70628.81,70597.18,70628.82,70540.0,-0.00044783,3.965e-05,0.00125756,1538,593,102115.0344,0.5969,0.3635,0.49,0.33,0.6,0.4523,0.17
btc-updown-5m-1771148100,1771148100,2026-02-15 09:35:00 UTC,2026-02-15,9,35,Sunday,Down,0,51584.189569,0.03,0.02,0.03,0.01,True,70585.66,70496.93,70631.85,70484.83,-0.00125705,4.495e-05,0.00208286,1412,494,86690.477,0.5573,0.364,0.5,0.7,0.51,0.1132,0.02
btc-updown-5m-1771148400,1771148400,2026-02-15 09:40:00 UTC,2026-02-15,9,40,Sunday,Up,1,96662.312718,0.99,0.99,1,0.01,True,70496.93,70504.23,70513.3,70451.27,0.00010355,3.62e-05,0.0008799,1493,518,89035.3068,0.5673,0.4079,0.51,0.47,0.59,0.48,0.79
btc-updown-5m-1771148700,1771148700,2026-02-15 09:45:00 UTC,2026-02-15,9,45,Sunday,Down,0,55300.163682,0.01,,0.01,0.01,True,70504.23,70494.11,70520.1,70479.69,-0.00014354,2.511e-05,0.00057316,1160,421,67723.0779,0.6557,0.3845,0.5,0.48,0.59,0.4782,0.1463
btc-updown-5m-1771149000,1771149000,2026-02-15 09:50:00 UTC,2026-02-15,9,50,Sunday,Down,0,75186.94951,0.001,,0.001,0.001,True,70494.12,70396.03,70494.12,70372.53,-0.00139146,5.738e-05,0.00172482,1093,458,68401.2825,0.4684,0.3806,0.51,0.29,0.09,0.05,0.02
btc-updown-5m-1771149300,1771149300,2026-02-15 09:55:00 UTC,2026-02-15,9,55,Sunday,Up,1,57857.419805,0.99,0.99,1,0.01,True,70391.88,70419.11,70437.73,70391.87,0.00038683,3.054e-05,0.0006515,1014,441,79216.8366,0.5487,0.428,0.52,0.69,0.7295,0.67,0.8489
btc-updown-5m-1771149600,1771149600,2026-02-15 10:00:00 UTC,2026-02-15,10,0,Sunday,Down,0,82176.473204,0.01,,0.01,0.01,True,70419.12,70393.69,70461.92,70378.0,-0.00036112,4.861e-05,0.00119172,1585,434,70641.6752,0.6037,0.3918,0.52,0.35,0.65,0.32,0.5295
btc-updown-5m-1771149900,1771149900,2026-02-15 10:05:00 UTC,2026-02-15,10,5,Sunday,Down,0,85688.854754,0.001,,0.001,0.001,True,70393.69,70347.56,70402.51,70216.53,-0.00065531,7.733e-05,0.002642,1567,522,76338.9589,0.4897,0.418,0.51,0.21,0.09,0.05,0.02
btc-updown-5m-1771150200,1771150200,2026-02-15 10:10:00 UTC,2026-02-15,10,10,Sunday,Down,0,85069.405003,0.01,,0.01,0.01,True,70347.56,70304.38,70357.57,70304.37,-0.00061381,4.181e-05,0.00075625,1433,507,78562.2678,0.611,0.3029,0.52,0.5,0.5535,0.62,0.4
btc-updown-5m-1771150500,1771150500,2026-02-15 10:15:00 UTC,2026-02-15,10,15,Sunday,Up,1,104226.440251,0.999,0.99,1,0.01,True,70304.37,70329.26,70337.3,70226.55,0.00035403,6.683e-05,0.00157529,1878,495,93662.2956,0.5024,0.36,0.52,0.71,0.42,0.19,0.321
btc-updown-5m-1771150800,1771150800,2026-02-15 10:20:00 UTC,2026-02-15,10,20,Sunday,Up,1,89024.5155,0.999,0.98,0.99,0.01,True,70329.26,70415.64,70453.54,70327.5,0.00122822,3.457e-05,0.00179214,991,434,83675.1748,0.4988,0.3996,0.52,0.56,0.89,0.92,0.9835
btc-updown-5m-1771151100,1771151100,2026-02-15 10:25:00 UTC,2026-02-15,10,25,Sunday,Up,1,110508.862153,0.99,0.37,0.38,0.01,True,70415.63,70433.43,70452.45,70401.5,0.00025278,4.036e-05,0.00072356,1507,494,102036.3145,0.5968,0.3948,0.5,0.56,0.67,0.51,0.3452
btc-updown-5m-1771151400,1771151400,2026-02-15 10:30:00 UTC,2026-02-15,10,30,Sunday,Down,0,84300.82056,0.01,0.05,0.06,0.01,True,70426.61,70375.49,70426.61,70331.22,-0.00072586,4.453e-05,0.00135446,1383,451,77552.8264,0.5679,0.3926,0.5,0.34,0.2402,0.42,0.09
btc-updown-5m-1771151700,1771151700,2026-02-15 10:35:00 UTC,2026-02-15,10,35,Sunday,Down,0,96619.264078,0.001,,0.01,0.01,True,70375.5,70312.14,70385.48,70300.0,-0.00090031,4.392e-05,0.00121463,1405,450,86744.1578,0.5476,0.4071,0.5368,0.43,0.49,0.16,0.0957
btc-updown-5m-1771152000,1771152000,2026-02-15 10:40:00 UTC,2026-02-15,10,40,Sunday,Up,1,60512.236663,0.99,0.99,1,0.01,True,70312.15,70456.86,70456.86,70312.14,0.00205811,4.531e-05,0.00205825,992,437,54238.1617,0.5718,0.4486,0.5233,0.703,0.86,0.94,0.98
btc-updown-5m-1771152300,1771152300,2026-02-15 10:45:00 UTC,2026-02-15,10,45,Sunday,Up,1,81504.27389,0.99,0.83,0.86,0.03,True,70444.88,70507.8,70517.36,70414.14,0.00089318,5.804e-05,0.00146526,1331,469,74258.1913,0.6288,0.411,0.49,0.5434,0.74,0.81,0.92
btc-updown-5m-1771152600,1771152600,2026-02-15 10:50:00 UTC,2026-02-15,10,50,Sunday,Up,1,93879.511897,0.99,0.35,0.38,0.03,True,70507.81,70514.34,70523.94,70476.61,9.261e-05,4.296e-05,0.00067127,1478,460,84260.6072,0.5935,0.4242,0.5,0.4735,0.388,0.3561,0.3471
btc-updown-5m-1771152900,1771152900,2026-02-15 10:55:00 UTC,2026-02-15,10,55,Sunday,Down,0,172377.361342,0.001,,0.01,0.01,True,70514.34,70427.02,70514.34,70425.2,-0.00123833,2.79e-05,0.00126414,970,414,166385.2389,0.2334,0.3866,0.51,0.345,0.21,0.119,0.02
btc-updown-5m-1771153200,1771153200,2026-02-15 11:00:00 UTC,2026-02-15,11,0,Sunday,Up,1,86770.376659,0.99,0.99,1,0.01,True,70427.02,70469.28,70473.09,70425.22,0.00060005,3.423e-05,0.00067971,1359,501,77790.131,0.5861,0.3915,0.4613,0.6805,0.77,0.65,0.5937
btc-updown-5m-1771153500,1771153500,2026-02-15 11:05:00 UTC,2026-02-15,11,5,Sunday,Down,0,96981.823267,0.01,0.91,0.92,0.01,True,70469.28,70467.51,70540.83,70435.1,-2.512e-05,3.995e-05,0.00150037,1269,428,88435.9041,0.5435,0.3909,0.51,0.36,0.51,0.57,0.95
btc-updown-5m-1771153800,1771153800,2026-02-15 11:10:00 UTC,2026-02-15,11,10,Sunday,Down,0,80209.781707,0.01,,0.01,0.01,True,70467.51,70419.84,70492.66,70410.01,-0.00067648,3.731e-05,0.00117288,1109,499,73422.3128,0.584,0.4265,0.5,0.4653,0.3575,0.18,0.0741
btc-updown-5m-1771154100,1771154100,2026-02-15 11:15:00 UTC,2026-02-15,11,15,Sunday,Down,0,117602.049838,0.001,,0.01,0.01,True,70419.84,70400.7,70477.86,70400.7,-0.0002718,4.978e-05,0.00109571,1166,538,111766.0969,0.5574,0.3816,0.5,0.75,0.83,0.89,0.9367
btc-updown-5m-1771154400,1771154400,2026-02-15 11:20:00 UTC,2026-02-15,11,20,Sunday,Down,0,89328.337861,0.01,0.1,0.13,0.03,True,70416.35,70370.96,70450.61,70364.73,-0.00064459,4.032e-05,0.0012196,1410,445,79872.7329,0.5762,0.4149,0.51,0.6134,0.27,0.23,0.13
btc-updown-5m-1771154700,1771154700,2026-02-15 11:25:00 UTC,2026-02-15,11,25,Sunday,Up,1,75893.35343,0.99,0.81,0.82,0.01,True,70370.96,70384.09,70394.0,70350.0,0.00018658,2.377e-05,0.00062526,1228,433,67565.8118,0.5813,0.4137,0.5,0.5983,0.4227,0.56,0.8298
btc-updown-5m-1771155000,1771155000,2026-02-15 11:30:00 UTC,2026-02-15,11,30,Sunday,Down,0,44165.268573,0.06,0.04,0.08,0.04,True,70384.1,70326.29,70387.46,70326.29,-0.00082135,3.751e-05,0.00086909,1206,453,66564.58,0.5975,0.408,0.5,0.48,0.454,0.35,0.0821
